split,condition,pair_index,episode_id,target_side,instruction,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,num_samples,tau_min,tau_max,action_dims,energy_left,energy_right,energy_true,energy_alternative,margin_alternative_minus_true,cartesian_x,cartesian_y,cartesian_z
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,0,pregrasp,0,16,16,0.125,0.10738255033557047,0,8,0.3,0.7,8,0.5081656575202942,0.5199308395385742,0.5199308395385742,0.5081656575202942,-0.01176518201828003,0.37188684940338135,-0.024321820586919785,0.4779376983642578
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,0,pregrasp,0,16,16,0.125,0.10738255033557047,1,8,0.3,0.7,8,0.6092622876167297,0.6243190169334412,0.6243190169334412,0.6092622876167297,-0.015056729316711426,0.37188684940338135,-0.024321820586919785,0.4779376983642578
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,0,pregrasp,0,16,16,0.125,0.10738255033557047,2,8,0.3,0.7,8,0.6761510372161865,0.6897833347320557,0.6897833347320557,0.6761510372161865,-0.01363229751586914,0.37188684940338135,-0.024321820586919785,0.4779376983642578
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,1,pregrasp,16,32,16,0.25,0.21476510067114093,0,8,0.3,0.7,8,0.5651248693466187,0.5713432431221008,0.5713432431221008,0.5651248693466187,-0.006218373775482178,0.40034785866737366,-0.07317396998405457,0.4384535551071167
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,1,pregrasp,16,32,16,0.25,0.21476510067114093,1,8,0.3,0.7,8,0.5463968515396118,0.555404007434845,0.555404007434845,0.5463968515396118,-0.009007155895233154,0.40034785866737366,-0.07317396998405457,0.4384535551071167
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,1,pregrasp,16,32,16,0.25,0.21476510067114093,2,8,0.3,0.7,8,0.53354811668396,0.5362240672111511,0.5362240672111511,0.53354811668396,-0.002675950527191162,0.40034785866737366,-0.07317396998405457,0.4384535551071167
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,2,pregrasp,32,48,16,0.375,0.3221476510067114,0,8,0.3,0.7,8,0.5198949575424194,0.521576464176178,0.521576464176178,0.5198949575424194,-0.001681506633758545,0.4428587555885315,-0.10315260291099548,0.3929910957813263
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,2,pregrasp,32,48,16,0.375,0.3221476510067114,1,8,0.3,0.7,8,0.40167370438575745,0.40247270464897156,0.40247270464897156,0.40167370438575745,-0.0007990002632141113,0.4428587555885315,-0.10315260291099548,0.3929910957813263
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,2,pregrasp,32,48,16,0.375,0.3221476510067114,2,8,0.3,0.7,8,0.5209083557128906,0.5248245000839233,0.5248245000839233,0.5209083557128906,-0.003916144371032715,0.4428587555885315,-0.10315260291099548,0.3929910957813263
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,3,pregrasp,48,64,16,0.5,0.42953020134228187,0,8,0.3,0.7,8,0.5944624543190002,0.6015647649765015,0.6015647649765015,0.5944624543190002,-0.007102310657501221,0.4893929958343506,-0.11254165321588516,0.34336522221565247
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,3,pregrasp,48,64,16,0.5,0.42953020134228187,1,8,0.3,0.7,8,0.5596908330917358,0.5701395869255066,0.5701395869255066,0.5596908330917358,-0.010448753833770752,0.4893929958343506,-0.11254165321588516,0.34336522221565247
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,3,pregrasp,48,64,16,0.5,0.42953020134228187,2,8,0.3,0.7,8,0.5660156011581421,0.5736513137817383,0.5736513137817383,0.5660156011581421,-0.007635712623596191,0.4893929958343506,-0.11254165321588516,0.34336522221565247
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,4,pregrasp,64,80,16,0.625,0.5369127516778524,0,8,0.3,0.7,8,0.5899083614349365,0.5910890698432922,0.5910890698432922,0.5899083614349365,-0.0011807084083557129,0.5363259315490723,-0.1013966053724289,0.29392221570014954
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,4,pregrasp,64,80,16,0.625,0.5369127516778524,1,8,0.3,0.7,8,0.6694947481155396,0.6683631539344788,0.6683631539344788,0.6694947481155396,0.001131594181060791,0.5363259315490723,-0.1013966053724289,0.29392221570014954
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,4,pregrasp,64,80,16,0.625,0.5369127516778524,2,8,0.3,0.7,8,0.7299008369445801,0.7313756942749023,0.7313756942749023,0.7299008369445801,-0.0014748573303222656,0.5363259315490723,-0.1013966053724289,0.29392221570014954
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,5,pregrasp,80,96,16,0.75,0.6442953020134228,0,8,0.3,0.7,8,0.6575133800506592,0.6554622650146484,0.6554622650146484,0.6575133800506592,0.002051115036010742,0.5816354155540466,-0.0789017379283905,0.24665077030658722
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,5,pregrasp,80,96,16,0.75,0.6442953020134228,1,8,0.3,0.7,8,0.5862759947776794,0.5853148698806763,0.5853148698806763,0.5862759947776794,0.0009611248970031738,0.5816354155540466,-0.0789017379283905,0.24665077030658722
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,5,pregrasp,80,96,16,0.75,0.6442953020134228,2,8,0.3,0.7,8,0.6475279331207275,0.6459805369377136,0.6459805369377136,0.6475279331207275,0.001547396183013916,0.5816354155540466,-0.0789017379283905,0.24665077030658722
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,6,pregrasp,96,112,16,0.875,0.7516778523489933,0,8,0.3,0.7,8,0.6488323211669922,0.6457382440567017,0.6457382440567017,0.6488323211669922,0.0030940771102905273,0.6252171993255615,-0.05128025263547897,0.2003079503774643
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,6,pregrasp,96,112,16,0.875,0.7516778523489933,1,8,0.3,0.7,8,0.5636005401611328,0.5587790608406067,0.5587790608406067,0.5636005401611328,0.004821479320526123,0.6252171993255615,-0.05128025263547897,0.2003079503774643
test,C0_natural_direct,0,01_L0_C1_right,right,pick up the right block,6,pregrasp,96,112,16,0.875,0.7516778523489933,2,8,0.3,0.7,8,0.6326664090156555,0.6300888061523438,0.6300888061523438,0.6326664090156555,0.0025776028633117676,0.6252171993255615,-0.05128025263547897,0.2003079503774643
