episode_id,condition,target_side,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_left_mean,energy_right_mean,local_margin_left_minus_right_mean,local_margin_seed_sd,right_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,1,16,32,16,0.20512820512820512,10,0.21854014992713927,0.3006217688322067,-0.08208161890506745,0.013782897360192822,0.0,1.0,1.0,-0.1541810989379883,-0.07709054946899414,-0.07682786160393766,-0.07634745392818806
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,2,32,48,16,0.3076923076923077,10,0.25390698909759524,0.31527538001537325,-0.061368390917778015,0.010808881668047186,0.0,1.0,1.0,-0.2155494898557663,-0.0718498299519221,-0.07224727769692739,-0.07275705522091622
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,3,48,64,16,0.41025641025641024,10,0.2488546222448349,0.26251255720853806,-0.013657934963703156,0.005153979792895899,0.0,1.0,1.0,-0.22920742481946946,-0.057301856204867364,-0.06018476595773416,-0.06384528549959032
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,4,64,80,16,0.5128205128205128,10,0.29491649866104125,0.2842771753668785,0.01063932329416275,0.00686528216526366,1.0,1.0,0.0,-0.2185681015253067,-0.04371362030506134,-0.049561152569949626,-0.05636067217287035
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,5,80,96,16,0.6153846153846154,10,0.27235697358846667,0.24506322294473648,0.027293750643730165,0.005556135153637058,1.0,1.0,0.0,-0.19127435088157654,-0.031879058480262755,-0.04102171887954076,-0.050564775167914355
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,6,96,112,16,0.717948717948718,10,0.24179376810789108,0.23690465241670608,0.0048891156911849976,0.0022356040428871712,1.0,1.0,0.0,-0.18638523519039155,-0.026626462170055935,-0.03727389564927743,-0.04785746674959318
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,7,112,128,16,0.8205128205128205,10,0.31117212027311325,0.3144628882408142,-0.0032907679677009584,0.0019137050213648057,0.1,0.9,0.9,-0.1896760031580925,-0.02370950039476156,-0.035313330590724945,-0.0463018668577719
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,8,128,144,16,0.9230769230769231,10,0.3857174634933472,0.37610878944396975,0.00960867404937744,0.004477325589825493,1.0,1.0,0.0,-0.18006732910871506,-0.020007481012079453,-0.03364955264109152,-0.04489256042732763
2026_08_18_00_49_36_378126_L1_left_C2,C2,left,9,144,156,12,1.0,10,0.24945816099643708,0.25544128119945525,-0.005983120203018189,0.0022609863938501435,0.0,1.0,1.0,-0.18605044931173326,-0.018605044931173327,-0.03314652659676292,-0.04417930774729493
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,0,0,16,16,0.13793103448275862,10,0.3619655638933182,0.32414954751729963,0.03781601637601852,0.04057566656973544,0.9,0.9,0.9,0.03781601637601852,0.03781601637601852,0.03781601637601852,0.03781601637601852
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,1,16,32,16,0.27586206896551724,10,0.21890321969985962,0.2681611478328705,-0.049257928133010866,0.022919121749446596,0.0,1.0,0.0,-0.011441911756992343,-0.005720955878496171,-0.002818491061528524,0.0023478905037449226
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,2,32,48,16,0.41379310344827586,10,0.22312043607234955,0.29035554081201553,-0.06723510473966599,0.013821707397904948,0.0,1.0,0.0,-0.07867701649665833,-0.026225672165552775,-0.021223237826710657,-0.012871515807495187
